Orthogroup	Boltonia_decurrens_hap1_1.0_CDS	Arabidopsis_thaliana_GCF_000001735.4_CDS
OG0001761	g17313.t1, g17311.t1, g5714.t1	lcl|NC_003075.7_cds_NP_849502.1_36378, lcl|NC_003075.7_cds_NP_849501.1_36376, lcl|NC_003075.7_cds_NP_567989.1_36377
OG0001766	g23319.t1	lcl|NC_003076.8_cds_NP_195882.2_37456, lcl|NC_003076.8_cds_NP_001331980.1_37454, lcl|NC_003076.8_cds_NP_001331983.1_37455, lcl|NC_003076.8_cds_NP_001331981.1_37452, lcl|NC_003076.8_cds_NP_001331982.1_37453
OG0001767	g18863.t1, g18864.t1, g10246.t1	lcl|NC_003076.8_cds_NP_195974.2_37615, lcl|NC_003076.8_cds_NP_001190216.1_37614, lcl|NC_003076.8_cds_NP_001119162.1_37616
OG0001772	g28545.t1	lcl|NC_003076.8_cds_NP_001331975.1_38295, lcl|NC_003076.8_cds_NP_001331976.1_38294, lcl|NC_003076.8_cds_NP_196327.1_38293, lcl|NC_003076.8_cds_NP_001331977.1_38296, lcl|NC_003076.8_cds_NP_974746.1_38297
OG0001775	g29524.t1, g26350.t1	lcl|NC_003076.8_cds_NP_001331457.1_38567, lcl|NC_003076.8_cds_NP_001331458.1_38565, lcl|NC_003076.8_cds_NP_196464.2_38564, lcl|NC_003076.8_cds_NP_001331459.1_38566
OG0001780	g6904.t1, g13481.t1	lcl|NC_003076.8_cds_NP_001330907.1_40491, lcl|NC_003076.8_cds_NP_197443.3_40490, lcl|NC_003076.8_cds_NP_001190338.1_40489, lcl|NC_003076.8_cds_NP_568268.3_39258
OG0001781	g26863.t1, g28255.t1	lcl|NC_003076.8_cds_NP_850853.1_40500, lcl|NC_003076.8_cds_NP_568281.1_39287, lcl|NC_003076.8_cds_NP_001078576.1_39286, lcl|NC_003076.8_cds_NP_197446.1_40499
OG0001782	g24558.t1, g24559.t1, g24557.t1	lcl|NC_003076.8_cds_NP_196854.1_39401, lcl|NC_003076.8_cds_NP_850813.1_39402, lcl|NC_003076.8_cds_NP_974777.1_39403
OG0001784	g30695.t1	lcl|NC_003076.8_cds_NP_001318562.1_39657, lcl|NC_003076.8_cds_NP_001331689.1_39661, lcl|NC_003076.8_cds_NP_001331686.1_39658, lcl|NC_003076.8_cds_NP_001331687.1_39659, lcl|NC_003076.8_cds_NP_001331688.1_39660
OG0001788	g12865.t1	lcl|NC_003076.8_cds_NP_001318605.1_40571, lcl|NC_003076.8_cds_NP_001331939.1_40574, lcl|NC_003076.8_cds_NP_001331938.1_40573, lcl|NC_003076.8_cds_NP_197490.1_40575, lcl|NC_003076.8_cds_NP_001331937.1_40572
OG0001812	g29191.t1	lcl|NC_003076.8_cds_NP_851149.1_44327, lcl|NC_003076.8_cds_NP_001190485.1_44328, lcl|NC_003076.8_cds_NP_974899.2_44329, lcl|NC_003076.8_cds_NP_568685.1_44326, lcl|NC_003076.8_cds_NP_001330287.1_44325
OG0001813	g23066.t1, g2800.t1	lcl|NC_003076.8_cds_NP_001190488.1_44450, lcl|NC_003076.8_cds_NP_199633.1_44449, lcl|NC_003076.8_cds_NP_001078734.1_44452, lcl|NC_003076.8_cds_NP_001318761.1_44451
OG0001817	g26152.t1, g25483.t1, g20205.t1, g33192.t1, g25480.t1	lcl|NC_003076.8_cds_NP_568746.1_44960
OG0001826	g14424.t1, g19319.t1	lcl|NC_003076.8_cds_NP_200411.1_45892, lcl|NC_003076.8_cds_NP_200412.1_45893, lcl|NC_003076.8_cds_NP_001190553.1_45896, lcl|NC_003076.8_cds_NP_200414.1_45897
OG0001992	g12492.t1	lcl|NC_003070.9_cds_NP_001322481.1_12, lcl|NC_003070.9_cds_NP_171613.1_13, lcl|NC_003075.7_cds_NP_001329345.1_30033, lcl|NC_003075.7_cds_NP_192057.1_30034
OG0001995	g4983.t1	lcl|NC_003075.7_cds_NP_192010.2_29945, lcl|NC_003070.9_cds_NP_001184885.1_82, lcl|NC_003070.9_cds_NP_563625.1_83, lcl|NC_003075.7_cds_NP_001319839.1_29944
OG0002006	g28915.t1	lcl|NC_003070.9_cds_NP_001321394.1_478, lcl|NC_003070.9_cds_NP_001184897.1_476, lcl|NC_003070.9_cds_NP_563680.1_475, lcl|NC_003070.9_cds_NP_001321395.1_477
OG0002021	g27008.t2, g27008.t1, g27230.t1, g27231.t1	lcl|NC_003070.9_cds_NP_172173.2_1235
OG0002037	g32348.t1	lcl|NC_003070.9_cds_NP_172501.1_1954, lcl|NC_003070.9_cds_NP_001322862.1_1953, lcl|NC_003070.9_cds_NP_001322861.1_1955, lcl|NC_003070.9_cds_NP_175505.1_7374
OG0002039	g4598.t1	lcl|NC_003074.8_cds_NP_191353.2_28671, lcl|NC_003070.9_cds_NP_001318971.1_1989, lcl|NC_003070.9_cds_NP_172519.1_1990, lcl|NC_003074.8_cds_NP_001190121.1_28672
OG0002045	g26873.t1	lcl|NC_003076.8_cds_NP_200075.1_45268
OG0002045	g4438.t1, g30424.t1	lcl|NC_003070.9_cds_NP_172596.1_2173
OG0002046	g29340.t1	lcl|NC_003070.9_cds_NP_172619.1_2226, lcl|NC_003075.7_cds_NP_001190789.1_33522, lcl|NC_003075.7_cds_NP_001328547.1_33521, lcl|NC_003075.7_cds_NP_193897.2_33520
OG0002047	g972.t1	lcl|NC_003070.9_cds_NP_001322126.1_2254, lcl|NC_003070.9_cds_NP_172631.2_2253, lcl|NC_003070.9_cds_NP_001322125.1_2251, lcl|NC_003070.9_cds_NP_001322127.1_2252
OG0002048	g967.t1	lcl|NC_003070.9_cds_NP_172632.1_2255, lcl|NC_003070.9_cds_NP_001321717.1_9155, lcl|NC_003070.9_cds_NP_001321716.1_9154, lcl|NC_003070.9_cds_NP_564787.1_9153
OG0002054	g16634.t1	lcl|NC_003076.8_cds_NP_001032029.1_44387, lcl|NC_003076.8_cds_NP_199599.1_44386, lcl|NC_003070.9_cds_NP_172752.1_2480, lcl|NC_003074.8_cds_NP_189295.3_25207
OG0002055	g140.t1, g11243.t1, g31833.t1	lcl|NC_003070.9_cds_NP_172759.2_2487, lcl|NC_003070.9_cds_NP_176955.1_10258
OG0002056	g11182.t1	lcl|NC_003074.8_cds_NP_189265.1_25152, lcl|NC_003070.9_cds_NP_001184978.1_2501, lcl|NC_003070.9_cds_NP_001323153.1_2500, lcl|NC_003070.9_cds_NP_172765.1_2502
OG0002058	g19778.t1	lcl|NC_003070.9_cds_NP_177690.1_11605, lcl|NC_003070.9_cds_NP_172794.1_2549, lcl|NC_003070.9_cds_NP_173418.1_3773, lcl|NC_003076.8_cds_NP_196659.1_38997
OG0002064	g33017.t1	lcl|NC_003070.9_cds_NP_001031050.1_3001, lcl|NC_003070.9_cds_NP_563981.1_2999, lcl|NC_003070.9_cds_NP_849672.1_3000, lcl|NC_003070.9_cds_NP_001031051.1_3002
OG0002071	g20852.t1, g14370.t1	lcl|NC_003070.9_cds_NP_001185010.1_3108, lcl|NC_003070.9_cds_NP_001321701.1_3106, lcl|NC_003070.9_cds_NP_173077.1_3107
OG0002074	g20254.t1	lcl|NC_003070.9_cds_NP_001322037.1_3224, lcl|NC_003070.9_cds_NP_001185016.1_3223, lcl|NC_003070.9_cds_NP_173126.1_3222, lcl|NC_003070.9_cds_NP_001322038.1_3225
OG0002085	g26131.t1, g33264.t1	lcl|NC_003070.9_cds_NP_001321622.1_3611, lcl|NC_003070.9_cds_NP_173329.2_3613, lcl|NC_003070.9_cds_NP_001321623.1_3612
OG0002090	g39.t1	lcl|NC_003070.9_cds_NP_001322693.1_11771, lcl|NC_003070.9_cds_NP_001322692.1_11770, lcl|NC_003070.9_cds_NP_001319389.1_11769, lcl|NC_003070.9_cds_NP_173522.1_3971
OG0002093	g19464.t1	lcl|NC_003070.9_cds_NP_001185060.1_4102, lcl|NC_003070.9_cds_NP_849695.1_4103, lcl|NC_003070.9_cds_NP_564148.1_4101, lcl|NC_003070.9_cds_NP_001185061.1_4100
OG0002097	g2209.t1	lcl|NC_003070.9_cds_NP_173722.1_4347, lcl|NC_003070.9_cds_NP_001320231.1_4350, lcl|NC_003070.9_cds_NP_001320230.1_4349, lcl|NC_003070.9_cds_NP_001320232.1_4348
OG0002101	g32338.t1, g236.t1	lcl|NC_003070.9_cds_NP_849701.1_4494, lcl|NC_003070.9_cds_NP_001322140.1_4495, lcl|NC_003070.9_cds_NP_173802.1_4493
OG0002104	g31883.t1	lcl|NC_003070.9_cds_NP_176916.2_10169, lcl|NC_003070.9_cds_NP_001031247.1_10168, lcl|NC_003070.9_cds_NP_173842.2_4579, lcl|NC_003070.9_cds_NP_001321649.1_4578
OG0002121	g19941.t1, g14396.t1, g1865.t1	lcl|NC_003070.9_cds_NP_174304.1_5446, lcl|NC_003071.7_cds_NP_181006.1_17600
OG0002128	g24232.t1	lcl|NC_003070.9_cds_NP_174468.1_5764, lcl|NC_003070.9_cds_NP_001319125.1_5763, lcl|NC_003070.9_cds_NP_849736.1_5765, lcl|NC_003070.9_cds_NP_973949.1_5766
OG0002129	g15600.t1, g15601.t1, g31505.t1	lcl|NC_003070.9_cds_NP_174494.2_5811, lcl|NC_003071.7_cds_NP_850248.2_17756
OG0002134	g31816.t1	lcl|NC_003070.9_cds_NP_177328.1_10936
OG0002134	g33817.t1	lcl|NC_003070.9_cds_NP_174683.1_6140, lcl|NC_003070.9_cds_NP_001320467.1_6139
OG0002136	g22477.t1, g15436.t1, g244.t1	lcl|NC_003075.7_cds_NP_192702.2_31035, lcl|NC_003070.9_cds_NP_564447.1_6187
OG0002137	g19468.t1	lcl|NC_003075.7_cds_NP_001328159.1_31034, lcl|NC_003075.7_cds_NP_192701.1_31033, lcl|NC_003070.9_cds_NP_001323111.1_6195, lcl|NC_003070.9_cds_NP_174715.2_6194
OG0002143	g2764.t1, g14916.t1	lcl|NC_003070.9_cds_NP_175120.1_6645, lcl|NC_003070.9_cds_NP_001117440.1_6646, lcl|NC_003076.8_cds_NP_199115.1_43436
OG0002146	g19566.t1	lcl|NC_003070.9_cds_NP_175155.1_6740, lcl|NC_003070.9_cds_NP_564500.1_6739, lcl|NC_003070.9_cds_NP_564499.3_6738, lcl|NC_003071.7_cds_NP_001318175.1_12717
OG0002147	g25802.t1	lcl|NC_003070.9_cds_NP_001185163.1_6794, lcl|NC_003070.9_cds_NP_175186.2_6795
OG0002147	g19662.t1	lcl|NC_003070.9_cds_NP_175187.3_6796
OG0002149	g9154.t1, g7140.t1	lcl|NC_003070.9_cds_NP_001185169.1_6950, lcl|NC_003070.9_cds_NP_849784.1_6949, lcl|NC_003070.9_cds_NP_175274.1_6948
OG0002161	g28570.t1, g7054.t1	lcl|NC_003074.8_cds_NP_001078192.1_24019, lcl|NC_003074.8_cds_NP_566653.1_24018, lcl|NC_003070.9_cds_NP_564572.1_7314
OG0002166	g3662.t2, g3662.t1	lcl|NC_003070.9_cds_NP_175627.1_7593, lcl|NC_003070.9_cds_NP_001077702.1_7595, lcl|NC_003070.9_cds_NP_849795.1_7594
OG0002186	g35670.t1	lcl|NC_003074.8_cds_NP_566453.1_22662, lcl|NC_003070.9_cds_NP_564699.1_8282, lcl|NC_003074.8_cds_NP_001189878.1_22663, lcl|NC_003074.8_cds_NP_001319539.1_22661
OG0002193	g6189.t1	lcl|NC_003076.8_cds_NP_850879.1_41700, lcl|NC_003076.8_cds_NP_001332393.1_41701, lcl|NC_003070.9_cds_NP_176068.1_8499, lcl|NC_003070.9_cds_NP_001323229.1_8500
OG0002195	g22620.t1	lcl|NC_003070.9_cds_NP_176124.2_8620, lcl|NC_003070.9_cds_NP_001185263.1_8622, lcl|NC_003070.9_cds_NP_001154435.1_8619, lcl|NC_003070.9_cds_NP_849826.2_8621
OG0002197	g5455.t1, g19154.t1	lcl|NC_003075.7_cds_NP_195455.1_36650, lcl|NC_003070.9_cds_NP_176159.1_8690, lcl|NC_003071.7_cds_NP_179898.1_15410
OG0002198	g281.t1, g284.t1, g286.t1, g282.t1	lcl|NC_003070.9_cds_NP_176185.1_8740
OG0002203	g3017.t1	lcl|NC_003070.9_cds_NP_176772.1_9896, lcl|NC_003070.9_cds_NP_564763.1_8893, lcl|NC_003070.9_cds_NP_001319329.1_9898, lcl|NC_003070.9_cds_NP_176773.1_9897
OG0002205	g14742.t1, g23034.t1	lcl|NC_003070.9_cds_NP_001031217.1_9082, lcl|NC_003070.9_cds_NP_176347.1_9080, lcl|NC_003070.9_cds_NP_001185280.1_9081
OG0002213	g11949.t1, g31208.t1, g4738.t1	lcl|NC_003070.9_cds_NP_176553.1_9478, lcl|NC_003070.9_cds_NP_974081.1_9479
OG0002220	g19611.t1	lcl|NC_003074.8_cds_NP_190181.1_26462
OG0002220	g9210.t1	lcl|NC_003070.9_cds_NP_564859.2_9848, lcl|NC_003075.7_cds_NP_568017.1_36616
OG0002225	g20084.t1	lcl|NC_003070.9_cds_NP_176862.2_10039, lcl|NC_003076.8_cds_NP_001031978.1_42618, lcl|NC_003076.8_cds_NP_198638.2_42617, lcl|NC_003076.8_cds_NP_974859.1_42619
OG0002232	g25020.t1	lcl|NC_003070.9_cds_NP_001031270.1_11092, lcl|NC_003070.9_cds_NP_001031271.1_11093, lcl|NC_003070.9_cds_NP_001320411.1_11094, lcl|NC_003070.9_cds_NP_177410.1_11091
OG0002251	g2021.t1, g10634.t1	lcl|NC_003071.7_cds_NP_001030949.2_12840, lcl|NC_003071.7_cds_NP_001077868.1_12839, lcl|NC_003071.7_cds_NP_178303.2_12838
OG0002254	g22226.t1	lcl|NC_003071.7_cds_NP_001030955.1_12953, lcl|NC_003071.7_cds_NP_001077871.1_12954, lcl|NC_003071.7_cds_NP_849927.1_12956, lcl|NC_003071.7_cds_NP_178361.2_12955
OG0002263	g25017.t1	lcl|NC_003071.7_cds_NP_001031340.1_13479, lcl|NC_003071.7_cds_NP_001324458.1_13480, lcl|NC_003071.7_cds_NP_178641.1_13478, lcl|NC_003076.8_cds_NP_198409.1_42208
OG0002276	g5743.t1, g8132.t1	lcl|NC_003071.7_cds_NP_179304.1_14300, lcl|NC_003071.7_cds_NP_849963.1_14299, lcl|NC_003075.7_cds_NP_195252.1_36256
OG0002277	g5776.t1	lcl|NC_003071.7_cds_NP_565417.1_14358, lcl|NC_003071.7_cds_NP_849964.1_14359, lcl|NC_003071.7_cds_NP_973479.1_14360, lcl|NC_003071.7_cds_NP_001031363.1_14361
OG0002279	g5680.t1	lcl|NC_003071.7_cds_NP_179383.3_14437, lcl|NC_003075.7_cds_NP_680770.2_36447, lcl|NC_003075.7_cds_NP_001190934.1_36446, lcl|NC_003075.7_cds_NP_001190933.1_36445
OG0002281	g12107.t1, g31069.t1	lcl|NC_003075.7_cds_NP_193360.1_32398, lcl|NC_003071.7_cds_NP_179469.1_14585, lcl|NC_003071.7_cds_NP_001325249.1_14586
OG0002284	g20508.t1	lcl|NC_003071.7_cds_NP_565456.2_14693, lcl|NC_003075.7_cds_NP_194702.2_35117, lcl|NC_003075.7_cds_NP_001329131.1_35119, lcl|NC_003075.7_cds_NP_001329130.1_35118
OG0002286	g14996.t1, g14997.t1	lcl|NC_003071.7_cds_NP_849993.5_14761, lcl|NC_003071.7_cds_NP_001324722.1_14763, lcl|NC_003071.7_cds_NP_565461.5_14762
OG0002293	g14893.t1, g22875.t1	lcl|NC_003075.7_cds_NP_195616.2_36955, lcl|NC_003071.7_cds_NP_001324300.1_15072, lcl|NC_003071.7_cds_NP_565510.1_15073
OG0002297	g3685.t1	lcl|NC_003071.7_cds_NP_001118357.1_15166, lcl|NC_003071.7_cds_NP_565521.1_15167, lcl|NC_003071.7_cds_NP_001323598.1_15168, lcl|NC_003071.7_cds_NP_001323597.1_15169
OG0002312	g15913.t1	lcl|NC_003071.7_cds_NP_180137.3_15868, lcl|NC_003071.7_cds_NP_001324007.1_15867, lcl|NC_003071.7_cds_NP_001324008.1_15865, lcl|NC_003071.7_cds_NP_001324009.1_15866
OG0002319	g5017.t1, g12724.t1, g12723.t1	lcl|NC_003071.7_cds_NP_180357.2_16302, lcl|NC_003071.7_cds_NP_001031433.1_16303
OG0002326	g27853.t1, g29076.t1, g22126.t1	lcl|NC_003071.7_cds_NP_180588.1_16722, lcl|NC_003071.7_cds_NP_001189637.1_16721
OG0002330	g35657.t1, g6448.t1, g6453.t1	lcl|NC_003071.7_cds_NP_180760.2_17081, lcl|NC_003071.7_cds_NP_001031463.1_17082
OG0002337	g29195.t1	lcl|NC_003071.7_cds_NP_181117.1_17805, lcl|NC_003075.7_cds_NP_001328029.1_32445, lcl|NC_003075.7_cds_NP_001328028.1_32444, lcl|NC_003075.7_cds_NP_193381.1_32446
OG0002338	g27097.t1, g27099.t1, g27102.t1	lcl|NC_003071.7_cds_NP_181162.2_17879, lcl|NC_003071.7_cds_NP_001189688.1_17880
OG0002342	g9533.t1, g4040.t1, g18527.t1	lcl|NC_003074.8_cds_NP_190870.1_27708, lcl|NC_003071.7_cds_NP_565851.1_17945
OG0002345	g12628.t1	lcl|NC_003071.7_cds_NP_181264.1_18081, lcl|NC_003071.7_cds_NP_001031502.1_18082, lcl|NC_003074.8_cds_NP_187800.1_22376, lcl|NC_003074.8_cds_NP_850564.1_22377
OG0002347	g26788.t1	lcl|NC_003071.7_cds_NP_001031504.1_18153, lcl|NC_003071.7_cds_NP_001324518.1_18151, lcl|NC_003071.7_cds_NP_850284.1_18152, lcl|NC_003071.7_cds_NP_001324519.1_18150
OG0002349	g24549.t1	lcl|NC_003071.7_cds_NP_001318375.1_18349, lcl|NC_003071.7_cds_NP_973635.2_18348, lcl|NC_003071.7_cds_NP_001154563.1_18347, lcl|NC_003071.7_cds_NP_001325101.1_18350
OG0002350	g18873.t1	lcl|NC_003076.8_cds_NP_196107.1_37869, lcl|NC_003074.8_cds_NP_001326044.1_22125, lcl|NC_003074.8_cds_NP_187677.1_22126, lcl|NC_003071.7_cds_NP_181425.1_18410
OG0002351	g14740.t1, g23027.t1	lcl|NC_003071.7_cds_NP_973637.1_18421, lcl|NC_003071.7_cds_NP_181430.2_18420, lcl|NC_003071.7_cds_NP_001189708.1_18419
OG0002353	g7520.t1, g7520.t2, g4430.t1	lcl|NC_003071.7_cds_NP_001154565.1_18511, lcl|NC_003071.7_cds_NP_181478.1_18510
OG0002354	g4357.t1, g18281.t1	lcl|NC_003071.7_cds_NP_565913.1_18555, lcl|NC_003071.7_cds_NP_850321.1_18557, lcl|NC_003071.7_cds_NP_850320.1_18556
OG0002355	g28447.t1, g20986.t1, g18891.t1, g4342.t1	lcl|NC_003071.7_cds_NP_181514.1_18587
OG0002360	g26797.t1	lcl|NC_003071.7_cds_NP_181642.1_18859
OG0002360	g26798.t1	lcl|NC_003071.7_cds_NP_001189724.1_18868, lcl|NC_003071.7_cds_NP_850344.1_18869
OG0002362	g30591.t1, g6261.t1	lcl|NC_003071.7_cds_NP_181727.1_19038, lcl|NC_003074.8_cds_NP_001319788.1_28691, lcl|NC_003074.8_cds_NP_001325475.1_28690
OG0002366	g1352.t1	lcl|NC_003074.8_cds_NP_191429.1_28793, lcl|NC_003076.8_cds_NP_568649.2_43996, lcl|NC_003076.8_cds_NP_851137.1_43997, lcl|NC_003071.7_cds_NP_850376.2_19187
OG0002372	g30157.t1	lcl|NC_003074.8_cds_NP_191542.2_29018, lcl|NC_003071.7_cds_NP_181913.3_19420, lcl|NC_003071.7_cds_NP_973683.1_19421, lcl|NC_003071.7_cds_NP_001324760.1_19422
OG0002377	g24164.t1	lcl|NC_003071.7_cds_NP_566041.2_19671, lcl|NC_003071.7_cds_NP_001324258.1_19670, lcl|NC_003074.8_cds_NP_001190145.1_29196, lcl|NC_003074.8_cds_NP_567103.1_29195
OG0002381	g24370.t2, g24370.t1	lcl|NC_003074.8_cds_NP_567115.1_29367, lcl|NC_003074.8_cds_NP_850733.1_29368, lcl|NC_003071.7_cds_NP_566069.1_19859
OG0002390	g31667.t1, g13525.t1	lcl|NC_003071.7_cds_NP_001323508.1_20152, lcl|NC_003071.7_cds_NP_001118542.1_20151, lcl|NC_003071.7_cds_NP_182291.1_20150
OG0002391	g28958.t1	lcl|NC_003071.7_cds_NP_001323622.1_20179, lcl|NC_003071.7_cds_NP_182306.2_20177, lcl|NC_003071.7_cds_NP_001078078.1_20176, lcl|NC_003071.7_cds_NP_001078077.1_20178
OG0002393	g23903.t1, g27617.t1	lcl|NC_003071.7_cds_NP_182327.6_20218, lcl|NC_003071.7_cds_NP_001323908.1_20220, lcl|NC_003071.7_cds_NP_001323909.1_20219
OG0002400	g19972.t1, g5315.t1, g18988.t1	lcl|NC_003074.8_cds_NP_186881.2_20537, lcl|NC_003076.8_cds_NP_197085.3_39845
OG0002407	g9308.t1, g18678.t1	lcl|NC_003076.8_cds_NP_197204.1_40054, lcl|NC_003076.8_cds_NP_001190324.1_40055, lcl|NC_003074.8_cds_NP_566193.2_20702
OG0002408	g18677.t1	lcl|NC_003074.8_cds_NP_001326842.1_20704, lcl|NC_003074.8_cds_NP_186962.1_20703, lcl|NC_003076.8_cds_NP_001331669.1_40060, lcl|NC_003076.8_cds_NP_197208.1_40061
OG0002412	g25366.t1	lcl|NC_003074.8_cds_NP_187056.1_20866, lcl|NC_003076.8_cds_NP_200206.1_45521, lcl|NC_003076.8_cds_NP_197328.3_40264, lcl|NC_003076.8_cds_NP_974800.1_40265
OG0002413	g5968.t1	lcl|NC_003074.8_cds_NP_001319474.1_21015, lcl|NC_003074.8_cds_NP_001319473.1_21016, lcl|NC_003074.8_cds_NP_187138.1_21017, lcl|NC_003074.8_cds_NP_974222.1_21018
OG0002417	g28988.t1	lcl|NC_003074.8_cds_NP_001078112.1_21165, lcl|NC_003074.8_cds_NP_187207.1_21166, lcl|NC_003074.8_cds_NP_974229.1_21167, lcl|NC_003076.8_cds_NP_198129.1_41900
OG0002438	g21938.t1	lcl|NC_003076.8_cds_NP_195749.2_37207, lcl|NC_003074.8_cds_NP_974263.1_21829, lcl|NC_003074.8_cds_NP_187522.2_21830, lcl|NC_003076.8_cds_NP_198173.1_41977
OG0002446	g30626.t1, g12570.t1	lcl|NC_003074.8_cds_NP_187769.1_22315, lcl|NC_003076.8_cds_NP_568166.1_38143, lcl|NC_003076.8_cds_NP_001331225.1_38144
OG0002452	g20515.t1	lcl|NC_003074.8_cds_NP_187996.2_22777, lcl|NC_003074.8_cds_NP_001319545.1_22776, lcl|NC_003074.8_cds_NP_001078146.1_22779, lcl|NC_003074.8_cds_NP_001325740.1_22778
OG0002464	g7206.t1	lcl|NC_003074.8_cds_NP_188399.1_23568, lcl|NC_003074.8_cds_NP_188403.1_23573, lcl|NC_003074.8_cds_NP_001154621.1_23574, lcl|NC_003074.8_cds_NP_001326634.1_23572
OG0002470	g1944.t1, g10539.t1	lcl|NC_003074.8_cds_NP_001319595.1_23959, lcl|NC_003074.8_cds_NP_188616.1_23960, lcl|NC_003074.8_cds_NP_850616.1_23961
OG0002474	g12826.t1, g13210.t1, g13211.t1, g17743.t1	lcl|NC_003074.8_cds_NP_188720.2_24166
OG0002486	g5063.t1	lcl|NC_003074.8_cds_NP_850634.1_25215, lcl|NC_003074.8_cds_NP_189301.1_25214, lcl|NC_003074.8_cds_NP_001326342.1_25213, lcl|NC_003074.8_cds_NP_974367.1_25216
OG0002491	g5110.t1, g17163.t1	lcl|NC_003074.8_cds_NP_189353.1_25334, lcl|NC_003076.8_cds_NP_001031990.1_43064, lcl|NC_003076.8_cds_NP_198905.1_43063
OG0002495	g5176.t1, g17017.t1	lcl|NC_003074.8_cds_NP_001326010.1_25505, lcl|NC_003074.8_cds_NP_001326009.1_25507, lcl|NC_003074.8_cds_NP_189435.1_25506
OG0002506	g20534.t1	lcl|NC_003076.8_cds_NP_001331722.1_40705, lcl|NC_003076.8_cds_NP_197551.2_40704, lcl|NC_003076.8_cds_NP_001331723.1_40706, lcl|NC_003074.8_cds_NP_189865.1_25997
OG0002510	g23572.t1	lcl|NC_003074.8_cds_NP_001326524.1_26092, lcl|NC_003074.8_cds_NP_001326522.1_26093, lcl|NC_003074.8_cds_NP_189967.1_26091, lcl|NC_003074.8_cds_NP_001326523.1_26090
OG0002514	g12680.t1	lcl|NC_003074.8_cds_NP_001326052.1_26207, lcl|NC_003074.8_cds_NP_001319681.1_26206, lcl|NC_003074.8_cds_NP_190039.2_26205, lcl|NC_003074.8_cds_NP_001326053.1_26208
OG0002516	g12717.t1, g5019.t1	lcl|NC_003074.8_cds_NP_566977.1_27709, lcl|NC_003076.8_cds_NP_197675.1_41025, lcl|NC_003074.8_cds_NP_190071.1_26284
OG0002519	g30432.t1, g4955.t1	lcl|NC_003074.8_cds_NP_566877.1_26358, lcl|NC_003074.8_cds_NP_001327332.1_26357, lcl|NC_003076.8_cds_NP_195935.2_37537
OG0002526	g19337.t1, g35296.t1	lcl|NC_003074.8_cds_NP_190297.1_26679, lcl|NC_003074.8_cds_NP_190298.1_26680, lcl|NC_003074.8_cds_NP_190299.2_26681
OG0002527	g11463.t1	lcl|NC_003074.8_cds_NP_566891.1_26718, lcl|NC_003074.8_cds_NP_001327852.1_26717, lcl|NC_003074.8_cds_NP_001327853.1_26716, lcl|NC_003075.7_cds_NP_193488.2_32715
OG0002530	g19992.t1	lcl|NC_003076.8_cds_NP_201093.1_47195, lcl|NC_003076.8_cds_NP_001331034.1_47196, lcl|NC_003074.8_cds_NP_566897.1_26830, lcl|NC_003074.8_cds_NP_001327655.1_26831
OG0002536	g35237.t1, g19239.t1	lcl|NC_003076.8_cds_NP_201371.1_47753, lcl|NC_003076.8_cds_NP_001190624.1_47754, lcl|NC_003074.8_cds_NP_190536.1_27127
OG0002538	g29355.t1	lcl|NC_003074.8_cds_NP_190695.2_27373, lcl|NC_003074.8_cds_NP_001190051.1_27374, lcl|NC_003074.8_cds_NP_001326514.1_27372, lcl|NC_003074.8_cds_NP_001326515.1_27371
OG0002544	g12426.t1	lcl|NC_003074.8_cds_NP_001190078.1_27796, lcl|NC_003074.8_cds_NP_190914.1_27794, lcl|NC_003074.8_cds_NP_850692.2_27795, lcl|NC_003074.8_cds_NP_001190079.1_27797
OG0002552	g9985.t1	lcl|NC_003074.8_cds_NP_001327611.1_28150, lcl|NC_003074.8_cds_NP_567015.1_28151, lcl|NC_003074.8_cds_NP_001319757.1_28149, lcl|NC_003074.8_cds_NP_567016.1_28153
OG0002557	g28208.t1, g23496.t2, g23496.t1	lcl|NC_003074.8_cds_NP_191273.1_28520, lcl|NC_003074.8_cds_NP_974449.1_28521
OG0002564	g34218.t1	lcl|NC_003074.8_cds_NP_191656.2_29230, lcl|NC_003074.8_cds_NP_001327769.1_29087, lcl|NC_003074.8_cds_NP_001327770.1_29088, lcl|NC_003074.8_cds_NP_191575.2_29086
OG0002570	g28837.t1	lcl|NC_003074.8_cds_NP_001326587.1_29664, lcl|NC_003074.8_cds_NP_001118899.1_29665, lcl|NC_003074.8_cds_NP_001326588.1_29663, lcl|NC_003074.8_cds_NP_191887.2_29666
OG0002586	g26699.t2, g26699.t1, g34025.t1	lcl|NC_003075.7_cds_NP_192536.1_30803, lcl|NC_003075.7_cds_NP_001328773.1_30802
OG0002594	g31150.t1, g11882.t1	lcl|NC_003075.7_cds_NP_192919.1_31409, lcl|NC_003075.7_cds_NP_849361.1_31411, lcl|NC_003075.7_cds_NP_001319906.1_31410
OG0002595	g25378.t1	lcl|NC_003075.7_cds_NP_192925.1_31423, lcl|NC_003075.7_cds_NP_001319907.1_31422, lcl|NC_003075.7_cds_NP_001329520.1_31425, lcl|NC_003075.7_cds_NP_001329521.1_31424
OG0002602	g13030.t1	lcl|NC_003075.7_cds_NP_001328389.1_31796, lcl|NC_003075.7_cds_NP_001328391.1_31794, lcl|NC_003075.7_cds_NP_193103.2_31793, lcl|NC_003075.7_cds_NP_001328390.1_31795
