label,index,Date.1,Surv.1,numStem.1,numRos.1,stemLength.1,numLvs.1,# latBuds.1,leafLong.1,leafWide.1,numFlwrBud.1,flwrBud.1,Date.2,Surv.2,numStem.2,numRos.2,stemLength.2,numLvs.2,leafLong.2,leafWide.2,flwrBud.2,notes.2,Date.3,numStem.3,numRos.3,stemLength.3,numLvs.3,leafLong.3,leafWide.3,numFlwrB.3,numRayF.3,numDiscF.3,firstFlwr.3,Date.4,Surv.4,numStem.4,numRos.4,numLSt.4,stemLength.4,numFlwrB.4,numRayF.4,numDiscF.4,firstFlwr.4,notes.4,Date.5,Surv.5,numStem.5,numRos.5,numLSt.5,stemLength.5,numFlwrB.5,numRayF.5,numDiscF.5,firstFlwr.5,notes.5,Date.6,Surv.6,numStem.6,numRos.6,numLSt.6,stemLength.6,numFlwrB.6,numRayF.6,numDiscF.6,notes.6,Date.7,Surv.7,numStem.7,numRos.7,numLSt.7,stemLength.7,numFlwrB.7,numRayF.7,numDiscF.7,notes.7,Date.8 ,Surv.8,numStem.8,numRos.8,numLSt.8,stemLength.8,numFlwrB.8,numRayF.8,numDiscF.8,notes.8,Date.9,Surv.9,numStem.9,numRos.9,numLSt.9,stemLength.9,numFlwrB.9,numRayF.9,numDiscF.9,numDeadF.9,notes.9,Date.10,Surv.10,numStem.10,numRos.10,numLSt.10,stemLength.10,numFlwrB.10,numRayF.10,numDiscF.10,numDeadF.10,notes.10,Date.11,Surv.11,numStem.11,numRos.11,numLSt.11,stemLength.11,numFlwrB.11,numRayF.11,numDiscF.11,numDeadF.11,notes.11,Date.12,Surv.12,numStem.12,numRos.12,numLSt.12,stemLength.12,numFlwrB.12,numRayF.12,numDiscF.12,numDeadF.12,notes.12,Date.13,Surv.13,numStem.13,numRos.13,numLSt.13,stemLength.13,numRayF.13,numDiscF.13,numDeadF.13,notes.13,Date.14,Surv.14,numStem.14,numRos.14,stemLength.14,numRayF.14,numDiscF.14,numDeadF.14,notes.14
10-4-11,379,5/1/2024,Y,0,1,NA,11,0,9.9,1.7,NA,NA,5/8/2024,Y,0,1,NA,14,15,2.1,NA,,5/15/2024,1,0,1.9,16,19.6,1.9,0,0,0,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,1,0,0,2.5,0,0,0,0,,7/25/24,Y,1,1,0,7.1,0,0,0,,8/7/24,Y,1,0,28.4,0,0,0,
10-1-11,380,5/1/2024,Y,0,1,NA,11,0,9.7,1.6,NA,NA,5/8/2024,Y,0,1,NA,13,12.3,1.7,NA,,5/15/2024,0,1,NA,14,16.6,1.4,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,3,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,3,N/A,N/A,N/A,N/A,
8-6-11,381,5/1/2024,Y,0,1,NA,9,0,12.0,1.6,NA,NA,5/8/2024,Y,1,0,7.2,15,15.6,1.7,0,,5/15/2024,1,0,20.7,23,17.1,1.9,0,0,0,,5/22/2024,Y,1,0,7,45.8,9,0,0,,,5/29/2024,Y,1,0,8,52.2,12,2,0,,Several dead leaves at base.,6/5/24,Y,1,0,6,53.8,13,2,4,Stem not tallest point ,6/12/24,Y,1,0,7,43.4,6,6,9,,6/19/24,Y,1,1,7,53,9,3,14,,6/26/24,Y,1,0,9,52.7,6,4,11,7,,7/3/24,Y,1,0,7,53.4,10,7,7,14,,7/11/24,Y,1,1,10,53,9,4,10,14,,7/18/24,Y,1,1,10,52.6,18,1,9,17,,7/25/24,Y,1,1,8,51.1,2,15,19,,8/7/24,Y,1,1,51.5,5,30,23,
3-4-7,382,5/1/2024,Y,0,1,NA,6,0,6.8,1.3,NA,NA,5/8/2024,Y,0,1,NA,9,11.8,1.7,NA,,5/15/2024,1,0,1.8,10,18.1,2.2,0,0,0,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,1,0,0,1.6,0,0,0,,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
6-2-10,383,5/1/2024,Y,0,1,NA,9,0,11.3,1.9,NA,NA,5/8/2024,Y,0,1,NA,12,17.1,2.2,NA,,5/15/2024,0,1,NA,15,23.0,2.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
4-4-10,384,5/1/2024,Y,0,1,NA,8,0,15.0,2.6,NA,NA,5/8/2024,Y,1,0,2,14,22.6,3.1,0,,5/15/2024,1,0,1.7,16,24.1,3.1,0,0,0,,5/22/2024,Y,1,0,0,18.2,0,0,0,,,5/29/2024,Y,1,0,0,30.3,0,0,0,,Several dead leaves at base.,6/5/24,Y,1,0,0,43.8,0,0,0,,6/12/24,Y,1,0,0,47,0,0,0,,6/19/24,Y,1,1,5,70,0,0,0,,6/26/24,Y,1,0,6,85.2,1,0,0,0,,7/3/24,Y,1,0,4,93.1,1,0,0,0,,7/11/24,Y,1,1,7,94.8,1,0,0,0,,7/18/24,Y,1,1,7,94.2,0,0,1,0,,7/25/24,Y,1,1,7,94.5,0,1,0,,8/7/24,Y,1,1,94,6,2,0,
10-2-5,385,5/1/2024,Y,0,1,NA,10,0,9.7,1.9,NA,NA,5/8/2024,Y,0,1,NA,11,15.1,1.9,NA,,5/15/2024,0,1,NA,12,18.3,1.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,Several dead leaves at base.,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
5-4-9,386,5/1/2024,Y,0,1,NA,10,0,14.0,1.8,NA,NA,5/8/2024,Y,0,1,NA,16,17.8,2.2,NA,,5/15/2024,0,1,NA,16,22.6,2.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
4-6-11,387,5/1/2024,Y,0,1,NA,10,0,9.5,1.8,NA,NA,5/8/2024,Y,0,1,NA,12,11.8,1.8,NA,,5/15/2024,0,1,NA,15,16.4,1.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,3,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,3,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,3,N/A,N/A,N/A,N/A,
9-6-2,388,5/1/2024,Y,0,1,NA,12,0,10.2,1.7,NA,NA,5/8/2024,Y,0,1,NA,14,15.2,2,NA,,5/15/2024,0,1,NA,18,18.7,1.7,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
7-6-11,389,5/1/2024,Y,1,0,1.7,11,0,12.8,2.3,0,N,5/8/2024,Y,1,0,7.6,19,16.8,2.4,0,,5/15/2024,1,0,19.4,20,17.2,2.6,0,0,0,,5/22/2024,Y,1,0,5,35.3,5,0,0,,,5/29/2024,Y,1,1,6,45.7,10,1,0,,Several dead leaves at base.,6/5/24,Y,1,0,6,47.6,5,4,1,,6/12/24,Y,1,0,5,38.4,3,5,5,,6/19/24,Y,1,1,5,46,5,0,10,,6/26/24,Y,1,1,6,46.9,4,3,10,0,,7/3/24,Y,1,1,0,47.2,6,2,4,9,,7/11/24,Y,1,1,8,47.1,8,1,5,10,,7/18/24,Y,1,1,9,46.5,9,1,3,13,,7/25/24,Y,1,1,5,46.2,4,4,13,,8/7/24,Y,1,1,46.4,5,12,15,
3-2-8,390,5/1/2024,Y,0,1,NA,7,1,7.1,1.2,NA,NA,5/8/2024,Y,1,0,1.8,10,14.1,2.3,0,,5/15/2024,1,0,1.2,13,17.6,2.9,0,0,0,,5/22/2024,Y,1,0,0,1.3,0,0,0,,Growing sideways,5/29/2024,Y,1,0,0,1.4,0,0,0,,Growing sideways,6/5/24,Y,1,0,0,1.1,0,0,0,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,3,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
10-2-8,391,5/1/2024,Y,0,1,NA,10,0,9.0,1.9,NA,NA,5/8/2024,Y,0,1,NA,11,13.3,2,NA,,5/15/2024,0,1,NA,15,16.8,2.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
10-2-6,392,5/1/2024,Y,1,0,0.3,10,0,11.0,1.8,0,N,5/8/2024,Y,0,1,NA,13,17.4,2,NA,,5/15/2024,0,1,NA,16,24.1,1.9,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
2-1-10,393,5/1/2024,Y,0,1,NA,10,1,11.4,1.9,NA,NA,5/8/2024,Y,1,0,1.3,13,17.3,2.7,0,,5/15/2024,0,1,NA,17,19.9,2.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,1,0,0,2.6,0,0,0,,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,3,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,1,2,0,5,0,0,0,0,,7/25/24,Y,1,2,0,6.7,0,0,0,,8/7/24,Y,1,0,39.4,0,0,0,
10-4-9,394,5/1/2024,Y,0,1,NA,13,0,11.2,1.2,NA,NA,5/8/2024,Y,0,1,NA,17,19.4,2.8,NA,,5/15/2024,1,0,1.8,20,23.1,2.1,0,0,0,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
6-1-9,395,5/1/2024,Y,0,1,NA,11,0,10.9,1.3,NA,NA,5/8/2024,Y,1,0,1.9,15,16.2,1.4,0,,5/15/2024,0,1,NA,15,18.7,1.3,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,Several dead leaves at base.,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
3-5-2,396,5/1/2024,Y,0,1,NA,9,0,9.3,1.7,NA,NA,5/8/2024,Y,0,1,NA,12,12.9,2.3,NA,,5/15/2024,0,1,NA,16,18.9,1.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,1,0,0,1.8,0,0,0,,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,3,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,3,N/A,N/A,N/A,N/A,
9-5-1,397,5/1/2024,Y,1,0,0.4,15,1,9.3,1.6,0,N,5/8/2024,Y,1,0,0.9,20,13.2,1.6,0,,5/15/2024,1,0,1.8,22,19.8,1.9,0,0,0,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
2-2-4,398,5/1/2024,Y,0,1,NA,12,0,12.5,1.8,NA,NA,5/8/2024,Y,0,1,NA,14,18.7,2.2,NA,,5/15/2024,1,0,1.0,15,19.9,2.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
7-4-1,399,5/1/2024,Y,0,1,NA,8,0,6.9,1.4,NA,NA,5/8/2024,Y,0,1,NA,12,11.5,1.6,NA,,5/15/2024,0,1,NA,14,15.0,1.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,2 Dead leaves at base.,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
4-1-9,400,5/1/2024,Y,0,1,NA,9,0,15.5,1.8,NA,NA,5/8/2024,Y,1,0,1.3,13,21.4,2.2,0,,5/15/2024,0,1,NA,16,27.7,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,1,0,0,0.7,0,0,0,,Growing sidways. Looks like it has stopped vertical growth. Will probably never flower.,6/5/24,Y,1,0,0,1,0,0,0,,6/12/24,Y,1,1,0,DNR,N/A,N/A,N/A,,6/19/24,Y,1,1,0,2,0,0,0,Curved stem ,6/26/24,Y,1,0,0,8,0,0,0,0,Side growth,7/3/24,Y,1,1,0,23.7,0,0,0,0,Abnormal stem ,7/11/24,Y,2,1,0,45,0,0,0,0,Whirled stem ,7/18/24,Y,1,0,0,60.6,0,0,0,0,,7/25/24,Y,1,0,0,85.2,0,0,0,,8/7/24,Y,1,0,104.3,2,2,0,
4-5-7,401,5/1/2024,Y,0,1,NA,10,0,12.6,1.6,NA,NA,5/8/2024,Y,0,1,NA,12,15.4,2.1,NA,,5/15/2024,1,0,1.4,14,20.3,2.6,0,0,0,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,1,0,0,1.8,0,0,0,,Several dead leaves at base.,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
2-3-7,402,5/1/2024,Y,1,0,7.5,16,5,14.3,2.5,0,N,5/8/2024,Y,1,0,25.4,24,15.3,2.6,Y,,5/15/2024,1,1,46.7,38,15.7,2.6,5,0,0,,5/22/2024,Y,1,1,6,53,13,4,0,,,5/29/2024,Y,1,1,6,53.2,7,6,4,,Several dead leaves at base.,6/5/24,Y,1,1,6,53,4,1,12,,6/12/24,Y,1,1,5,43.2,3,1,13,12 of 13 discs senesced,6/19/24,Y,1,2,6,53,6,0,13,,6/26/24,Y,1,1,8,53.2,8,1,11,3,,7/3/24,Y,1,1,7,52.9,8,5,4,13,,7/11/24,Y,1,1,9,57.9,9,2,10,13,,7/18/24,Y,1,1,11,52.5,8,1,11,14,,7/25/24,Y,1,1,10,53.8,5,12,14,,8/7/24,Y,1,0,54.5,2,12,14,
4-5-10,403,5/1/2024,Y,0,1,NA,9,0,11.2,2.1,NA,NA,5/8/2024,Y,0,1,NA,10,14.1,2.1,NA,,5/15/2024,1,0,1.0,11,19.7,2.0,0,0,0,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,Several dead leaves at base.,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,1,0,0,18.9,0,0,0,0,Abnormal stem ,7/18/24,Y,1,0,0,21.5,0,0,0,0,,7/25/24,Y,1,0,0,42,0,0,0,,8/7/24,Y,1,0,72,0,0,0,
10-3-4,404,5/1/2024,Y,1,0,0.5,11,0,11.3,1.6,0,N,5/8/2024,Y,0,1,NA,13,15.3,1.6,NA,,5/15/2024,0,1,NA,16,20.1,2.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,1,N/A,N/A,N/A,N/A,
3-1-7,405,5/1/2024,Y,0,1,NA,10,0,7.1,1.2,NA,NA,5/8/2024,Y,0,1,NA,12,9.6,1.5,NA,,5/15/2024,0,1,NA,14,12.4,1.4,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/26/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/3/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/11/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,N/A,,7/18/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,N/A,,7/25/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,8/7/24,Y,0,2,N/A,N/A,N/A,N/A,
