label,index,Date.1,Surv.1,numStem.1,numRos.1,stemLength.1,numLvs.1,# latBuds.1,leafLong.1,leafWide.1,numFlwrBud.1,flwrBud.1,Date.2,Surv.2,numStem.2,numRos.2,stemLength.2,numLvs.2,leafLong.2,leafWide.2,flwrBud.2,notes.2,Date.3,numStem.3,numRos.3,stemLength.3,numLvs.3,leafLong.3,leafWide.3,numFlwrB.3,numRayF.3,numDiscF.3,firstFlwr.3,Date.4,Surv.4,numStem.4,numRos.4,numLSt.4,stemLength.4,numFlwrB.4,numRayF.4,numDiscF.4,firstFlwr.4,notes.4,Date.5,Surv.5,numStem.5,numRos.5,numLSt.5,stemLength.5,numFlwrB.5,numRayF.5,numDiscF.5,firstFlwr.5,notes.5,Date.6,Surv..6,numStem.6,numRos.6,numLSt.6,stemLength.6,numFlwrB.6,numRayF.6,numDiscF.6,notes.6,Date.7,Surv.7,numStem.7,numRos.7,numLSt.7,stemLength.7,numFlwrB.7,numRayF.7,numDiscF.7,notes.7,Index2,Date.8 ,Surv.8,numStem.8,numRos.8,numLSt.8,stemLength.8,numFlwrB.8,numRayF.8,numDiscF.8,notes.8
2-3-12,148,5/1/2024,Y,0,1,NA,12,0,11.2,1.7,NA,NA,5/8/2024,Y,0,1,NA,14,17.1,2.3,NA,,5/15/2024,1,0,1.2,19,19.6,2.9,0,0,0,,5/22/2024,Y,1,0,0,5.8,0,0,0,,,5/29/2024,Y,1,0,0,13.6,0,0,0,,,6/5/24,Y,1,0,0,32,0,0,0,,6/12/24,Y,1,1,0,44,0,0,0,,148,6/19/24,Y,1,0,0,50,0,0,0,
6-5-11,149,5/1/2024,Y,1,0,1.0,15,3,14.3,2.0,0,N,5/8/2024,Y,1,0,1.3,21,24.8,2.8,0,,5/15/2024,1,1,8.0,21,26.2,3.1,0,0,0,,5/22/2024,Y,1,0,0,19.2,0,0,0,,,5/29/2024,Y,1,0,0,33.1,0,0,0,,,6/5/24,Y,1,0,0,55.3,0,0,0,,6/12/24,Y,1,1,0,65.3,0,0,0,,149,6/19/24,Y,1,0,0,69.5,0,0,0,
2-3-11,150,5/1/2024,Y,0,1,NA,12,2,12.2,1.9,NA,NA,5/8/2024,Y,0,1,NA,17,17.9,2.5,NA,,5/15/2024,0,2,NA,20,20.6,2.4,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,150,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
9-3-5,151,5/1/2024,Y,0,1,NA,9,0,9.8,1.5,NA,NA,5/8/2024,Y,0,1,NA,11,15,1.7,NA,,5/15/2024,0,1,NA,14,20.5,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,151,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
13-1-3,152,5/1/2024,Y,0,1,NA,11,0,7.5,1.2,NA,NA,5/8/2024,Y,0,1,NA,12,11.5,1.2,NA,,5/15/2024,0,1,NA,16,17.1,1.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,152,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
5-1-6,153,5/1/2024,Y,1,0,2.9,9,3,12.6,2.0,0,N,5/8/2024,Y,1,0,10,15,17.5,2.1,0,,5/15/2024,1,0,25.3,21,18.2,2.0,0,0,0,,5/22/2024,Y,1,0,4,45.9,1,0,0,,,5/29/2024,Y,1,0,5,59.6,7,0,0,,,6/5/24,Y,1,0,5,63.5,4,4,0,,6/12/24,Y,1,1,6,62.5,12,1,3,,153,6/19/24,Y,1,0,6,61.7,10,2,6,
4-2-7,154,5/1/2024,Y,0,1,NA,11,0,10.8,1.6,NA,NA,5/8/2024,Y,0,1,NA,13,15.7,1.9,NA,,5/15/2024,0,1,NA,17,18.3,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,154,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
3-5-3,155,5/1/2024,Y,0,1,NA,11,1,10.3,1.8,NA,NA,5/8/2024,Y,0,2,NA,13,16.3,2,NA,,5/15/2024,2,0,3.6,18,22.1,2.2,0,0,0,,5/22/2024,Y,2,0,0,0.6,0,0,0,,,5/29/2024,Y,2,0,0,1.4,0,0,0,,,6/5/24,Y,1,1,0,16.7,0,0,0,,6/12/24,Y,2,2,0,2.4,0,0,0,Stem growing curved,155,6/19/24,Y,2,0,0,20.1,0,0,0,
7-4-9,156,5/1/2024,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/8/2024,N,NA,NA,NA,NA,NA,NA,NA,Dead,5/15/2024,0,0,NA,0,,,NA,NA,NA,,5/22/2024,N,NA,NA,NA,NA,NA,NA,NA,NA,,5/29/2024,N,NA,NA,NA,NA,NA,NA,NA,NA,,6/5/24,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,6/12/24,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,156,6/19/24,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
5-3-9,157,5/1/2024,Y,0,1,NA,12,2,16.6,2.3,NA,NA,5/8/2024,Y,1,1,0.5,19,22.2,2.5,0,,5/15/2024,0,3,NA,20,28.8,2.6,NA,NA,NA,,5/22/2024,Y,0,2,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,157,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
5-5-7,158,5/1/2024,Y,0,1,NA,11,0,15.3,1.5,NA,NA,5/8/2024,Y,1,0,1,14,21.6,1.9,0,,5/15/2024,0,1,NA,16,31.2,2.3,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,158,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
3-3-7,159,5/1/2024,Y,0,1,NA,8,0,6.9,1.8,NA,NA,5/8/2024,Y,0,1,NA,12,14.5,1.8,NA,,5/15/2024,0,1,NA,14,19.4,1.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,159,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
3-6-1,160,5/1/2024,Y,0,1,NA,9,0,8.8,1.2,NA,NA,5/8/2024,Y,0,1,NA,12,14.9,1.6,NA,,5/15/2024,0,1,NA,16,20.2,1.9,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,160,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
8-1-11,161,5/1/2024,Y,0,1,NA,12,0,10.2,1.4,NA,NA,5/8/2024,Y,0,1,NA,15,18.4,2.2,NA,,5/15/2024,0,1,NA,16,25.0,2.4,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,161,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
4-6-2,162,5/1/2024,Y,0,1,NA,14,3,13.7,1.8,NA,NA,5/8/2024,Y,0,1,NA,16,18.6,2.3,NA,,5/15/2024,0,1,NA,20,22.1,2.3,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,162,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
7-3-11,163,5/1/2024,Y,0,1,NA,8,0,3.9,1.0,NA,NA,5/8/2024,Y,0,1,NA,10,9.7,1.7,NA,,5/15/2024,0,1,NA,12,14.9,1.9,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,163,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
12-6-1,164,5/1/2024,Y,0,1,NA,10,0,11.7,2.1,NA,NA,5/8/2024,Y,0,1,NA,12,20.3,2.1,NA,,5/15/2024,0,1,NA,14,26.1,2.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,164,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
11-2-11,165,5/1/2024,Y,0,1,NA,12,0,10.3,2.0,NA,NA,5/8/2024,Y,0,1,NA,14,20,2.3,NA,,5/15/2024,0,1,NA,17,22.2,2.5,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,165,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-4-4,166,5/1/2024,Y,0,1,NA,9,0,13.2,2.9,NA,NA,5/8/2024,Y,1,1,10.7,13,18.7,3.2,0,,5/15/2024,1,1,5.7,15,19.0,3.2,0,0,0,,5/22/2024,Y,1,1,0,10,0,0,0,,,5/29/2024,Y,1,1,0,28.5,0,0,0,,,6/5/24,Y,1,1,0,43.2,0,0,0,,6/12/24,Y,1,1,0,56.4,0,0,0,,166,6/19/24,Y,1,0,0,62.5,0,0,0,
4-3-3,167,5/1/2024,Y,1,0,3.0,14,0,16.2,2.5,0,N,5/8/2024,Y,1,0,13.3,19,18.1,2.3,0,,5/15/2024,1,0,28.5,21,17.8,2.3,0,0,0,,5/22/2024,Y,1,0,5,46.3,11,1,0,,,5/29/2024,Y,1,0,6,51,12,3,1,,,6/5/24,Y,1,0,5,51.5,2,9,5,,6/12/24,Y,1,1,6,52,5,2,13,,167,6/19/24,Y,1,0,7,51.9,8,1,15,
3-4-10,168,5/1/2024,Y,0,1,NA,7,0,7.9,1.3,NA,NA,5/8/2024,Y,0,1,NA,10,14.3,1.6,NA,,5/15/2024,0,1,NA,11,20.7,1.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,168,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-2-9,169,5/1/2024,Y,0,1,NA,17,3,16.6,2.5,NA,NA,5/8/2024,Y,0,2,NA,16,25.3,3.4,NA,,5/15/2024,1,1,1.3,22,25.5,3.5,0,0,0,,5/22/2024,Y,1,1,0,1.7,0,0,0,,,5/29/2024,Y,1,2,0,3,0,0,0,,Stem growing weirdly,6/5/24,Y,1,1,0,8.7,0,0,0,Curled stem ,6/12/24,Y,1,1,0,20.3,0,0,0,Swirled stem ,169,6/19/24,Y,1,0,0,37,0,0,0,
7-1-9,170,5/1/2024,Y,0,1,NA,8,0,9.1,2.1,NA,NA,5/8/2024,Y,0,1,NA,11,19.1,2.7,NA,,5/15/2024,0,1,NA,12,19.3,2.3,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,170,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
3-6-7,171,5/1/2024,Y,0,1,NA,10,0,11.2,2.1,NA,NA,5/8/2024,Y,0,1,NA,12,19.6,2.2,NA,,5/15/2024,0,1,NA,13,25.0,2.8,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,171,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
8-5-12,172,5/1/2024,Y,1,1,4.9,17,2,13.2,2.1,0,N,5/8/2024,Y,1,2,18,26,14.4,2.1,Y,,5/15/2024,1,2,32.9,30,14.6,2.5,2,0,1,,5/22/2024,Y,1,2,4,42.6,2,3,0,,,5/29/2024,Y,1,2,8,43.2,7,1,2,,,6/5/24,Y,1,2,4,43.3,5,2,3,,6/12/24,Y,1,2,4,47.7,2,3,6,4 of 6 discs senesced,172,6/19/24,Y,1,2,4,42.5,3,0,8,
3-1-1,173,5/1/2024,Y,0,1,NA,9,1,9.0,1.5,NA,NA,5/8/2024,Y,0,1,NA,11,12.9,1.4,NA,,5/15/2024,0,1,NA,12,17.3,1.4,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,173,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
2-5-11,174,5/1/2024,Y,0,1,NA,10,0,13.5,1.7,NA,NA,5/8/2024,Y,0,1,NA,13,20.6,1.8,NA,,5/15/2024,0,1,NA,16,24.4,2.3,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,1,0,0,1,0,0,0,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,174,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
2-1-9,175,5/1/2024,Y,0,1,NA,11,0,7.5,1.3,NA,NA,5/8/2024,Y,0,1,NA,13,14.3,2,NA,,5/15/2024,0,1,NA,16,20.0,2.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,175,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
5-2-6,176,5/1/2024,Y,1,2,8.4,29,12,13.3,2.6,0,N,5/8/2024,Y,1,1,18.1,34,14.6,2.5,Y,,5/15/2024,1,5,30.0,25,14.4,2.5,2,0,0,,5/22/2024,Y,1,4,5,46,4,0,0,,,5/29/2024,Y,1,5,4,23.2,8,1,0,,,6/5/24,Y,1,3,4,52.8,4,2,1,,6/12/24,Y,1,3,4,45.4,5,3,3,,176,6/19/24,Y,1,2,5,59,5,4,6,
5-5-4,177,5/1/2024,Y,0,1,NA,9,0,13.8,2.0,NA,NA,5/8/2024,Y,1,0,0.6,12,22.6,2.9,0,,5/15/2024,1,0,3.9,16,28.8,2.7,0,0,0,,5/22/2024,Y,1,0,0,11,0,0,0,,,5/29/2024,Y,1,0,0,23.2,0,0,0,,,6/5/24,Y,1,0,0,34,0,0,0,,6/12/24,Y,1,0,0,49.3,0,0,0,,177,6/19/24,Y,1,0,0,60,0,0,0,
5-2-7,178,5/1/2024,Y,0,1,NA,11,0,13.0,2.4,NA,NA,5/8/2024,Y,0,1,NA,14,19,2.9,NA,,5/15/2024,0,1,NA,16,20.0,3.1,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,178,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
8-2-4,179,5/1/2024,Y,0,1,NA,11,0,9.3,1.7,NA,NA,5/8/2024,Y,0,1,NA,13,15.9,1.8,NA,,5/15/2024,0,1,NA,13,17.8,1.9,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,179,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-6-8,180,5/1/2024,Y,1,0,6.1,26,7,11.7,1.5,0,N,5/8/2024,Y,1,1,18.7,53,13.1,1.8,Y,,5/15/2024,1,1,25.7,74,12.8,1.7,5,1,0,,5/22/2024,Y,1,1,11,21.6,1,5,1,,,5/29/2024,Y,1,2,11,23.5,3,2,6,,,6/5/24,Y,1,2,9,22.1,7,1,6,,6/12/24,Y,1,2,9,22.6,2,1,14,12 of 14 discs senesced,180,6/19/24,Y,1,2,9,22,6,6,8,
1-3-2,181,5/1/2024,Y,1,0,7.1,12,4,13.4,2.2,0,N,5/8/2024,Y,1,3,21.2,26,14.3,2.4,Y,,5/15/2024,1,3,37.3,40,13.8,2.0,3,0,0,,5/22/2024,Y,1,3,8,41.7,7,1,0,,,5/29/2024,Y,1,4,12,12.7,12,3,2,,,6/5/24,Y,1,3,9,42.3,8,3,5,,6/12/24,Y,1,3,6,42.5,0,6,11,9 of 11 discs senesced,181,6/19/24,Y,1,2,6,42,3,0,16,
8-2-2,182,5/1/2024,Y,0,1,NA,11,0,14.6,2.3,NA,NA,5/8/2024,Y,0,1,NA,14,21,2.2,NA,,5/15/2024,0,1,NA,14,21.2,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,182,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
1-6-2,183,5/1/2024,Y,1,0,1.2,10,0,9.9,1.8,0,N,5/8/2024,Y,0,1,NA,12,15.7,2.1,NA,,5/15/2024,0,1,NA,16,21.1,2.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,183,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-3-7,184,5/1/2024,Y,0,1,NA,10,0,13.3,2.0,NA,NA,5/8/2024,Y,0,1,NA,13,21.7,2.8,NA,,5/15/2024,0,1,NA,16,22.6,3.0,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,184,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
9-2-4,185,5/1/2024,Y,0,1,NA,11,0,8.7,2.4,NA,NA,5/8/2024,Y,0,1,NA,15,11.9,2.3,NA,,5/15/2024,0,1,NA,15,17.3,2.9,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,185,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
10-3-3,186,5/1/2024,Y,0,1,NA,10,0,7.1,1.8,NA,NA,5/8/2024,Y,0,1,NA,11,13.3,2.1,NA,,5/15/2024,0,1,NA,13,17.6,2.2,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,186,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
4-1-4,187,5/1/2024,Y,0,1,NA,9,0,14.7,2.1,NA,NA,5/8/2024,Y,0,1,NA,12,23,2.5,NA,,5/15/2024,0,1,NA,14,25.6,2.4,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,187,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
2-2-3,188,5/1/2024,Y,0,1,NA,10,0,12.6,1.9,NA,NA,5/8/2024,Y,1,0,6.5,13,18.3,2,0,,5/15/2024,1,0,20.5,18,18.0,2.0,0,0,0,,5/22/2024,Y,1,0,0,41.3,3,0,0,,,5/29/2024,Y,1,0,5,61.3,7,0,0,,,6/5/24,Y,1,0,5,68.5,8,1,0,,6/12/24,Y,1,0,5,70.9,8,5,1,,188,6/19/24,Y,1,0,5,76.5,16,6,5,
8-3-9,189,5/1/2024,Y,0,1,NA,13,0,11.6,1.5,NA,NA,5/8/2024,Y,0,1,NA,16,23,2.3,NA,,5/15/2024,0,1,NA,19,23.5,2.3,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,189,6/19/24,Y,1,1,0,20,0,0,0,
8-2-5,190,5/1/2024,Y,1,0,7.4,18,2,12.6,2.4,0,N,5/8/2024,Y,1,1,20.1,24,14.7,2.5,Y,,5/15/2024,1,1,36.6,31,13.6,1.9,3,0,0,,5/22/2024,Y,1,1,3,44.6,1,2,0,,,5/29/2024,Y,1,1,4,46.1,3,1,2,,,6/5/24,Y,1,1,4,45.6,4,0,3,,6/12/24,Y,1,1,3,46.4,0,2,5,3 of 5 discs senesced,190,6/19/24,Y,1,1,3,46.3,1,1,7,
7-3-9,191,5/1/2024,Y,0,1,NA,13,0,8.0,1.3,NA,NA,5/8/2024,Y,0,1,NA,16,12.1,1.4,NA,,5/15/2024,0,1,NA,18,14.7,1.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,191,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
3-3-11,192,5/1/2024,Y,0,1,NA,7,0,5.8,1.2,NA,NA,5/8/2024,Y,0,1,NA,8,9.9,1.7,NA,,5/15/2024,0,1,NA,11,16.4,1.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,192,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-1-7,193,5/1/2024,Y,0,2,NA,16,1,13.7,1.5,NA,NA,5/8/2024,Y,0,1,NA,19,18.2,2,NA,,5/15/2024,0,2,NA,23,18.4,1.6,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,2,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,2,N/A,N/A,N/A,N/A,N/A,,193,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
2-3-4,194,5/1/2024,Y,0,1,NA,15,0,11.6,2.0,NA,NA,5/8/2024,Y,0,1,NA,17,16,2.2,NA,,5/15/2024,0,1,NA,19,17.6,2.4,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,194,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
6-1-10,195,5/1/2024,Y,1,0,3.2,19,6,14.9,2.4,0,N,5/8/2024,Y,1,0,12.2,29,15.9,2.5,0,,5/15/2024,1,0,24.4,35,15.6,2.2,2,0,0,,5/22/2024,Y,2,0,4,38.3,2,1,0,,,5/29/2024,Y,1,0,4,42.2,6,3,1,,,6/5/24,Y,1,0,5,42.1,6,1,4,,6/12/24,Y,1,0,6,50.3,3,2,8,3 of 8 discs senesced,195,6/19/24,Y,1,0,5,42.5,2,4,9,
10-1-5,196,5/1/2024,Y,0,1,NA,10,0,9.4,2.1,NA,NA,5/8/2024,Y,0,1,NA,14,14.2,2.5,NA,,5/15/2024,0,1,NA,15,17.2,2.4,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,196,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
5-3-10,197,5/1/2024,Y,1,0,1.1,13,0,15.0,1.9,0,N,5/8/2024,Y,0,1,NA,15,24,2.3,NA,,5/15/2024,0,1,NA,17,25.0,2.4,NA,NA,NA,,5/22/2024,Y,0,1,0,NA,NA,NA,NA,,,5/29/2024,Y,0,1,0,NA,NA,NA,NA,NA,,6/5/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,6/12/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,,197,6/19/24,Y,0,1,N/A,N/A,N/A,N/A,N/A,
