label,index,Date.1,numFlwrB.1,numRayF.1,numDiscF.1,Date.2,numFlwrB.2,numRayF.2,numDiscF.2,Date.3,numFlwrB.3,numRayF.3,numDiscF.3,Date.4,numFlwrB.4,numRayF.4,numDiscF.4,Date.5,numFlwrB.5,numRayF.5,numDiscF.5,Date.6,numFlwrB.6,numRayF.6,numDiscF.6,Date.7,numFlwrB.7,numRayF.7,numDiscF.7,Date.8,numFlwrB.8,numRayF.8,numDiscF.8,Date.9,numFlwrB.9,numRayF.9,numDiscF.9,Date.10,numFlwrB.10,numRayF.10,numDiscF.10,Date.11,numFlwrB.11,numRayF.11,numDiscF.11,Date.12,numFlwrB.12,numRayF.12,numDiscF.12,Date.13,numFlwrB.13,numRayF.13,numDiscF.13,Date.14,numFlwrB.14,numRayF.14,numDiscF.14,Date.15,numFlwrB.15,numRayF.15,numDiscF.15,Date.16,numFlwrB.16,numRayF.16,numDiscF.16,Date.17,numFlwrB.17,numRayF.17,numDiscF.17,Date.18,numFlwrB.18,numRayF.18,numDiscF.18,Date.19,numFlwrB.19,numRayF.19,numDiscF.19,Date.20,numFlwrB.20,numRayF.20,numDiscF.20,numDeadF.20,Date.21,numFlwrB.21,numRayF.21,numDiscF.21,numDeadF.21,Date.22,numFlwrB.22,numRayF.22,numDiscF.22,numDeadF.22,Date.23,numFlwrB.23,numRayF.23,numDiscF.23,numDeadF.23,Date.24,numFlwrB.24,numRayF.24,numDiscF.24,numDeadF.24,Date.25,numFlwrB.25,numRayF.25,numDiscF.25,numDeadF.25,Date.26,numFlwrB.26,numRayF.26,numDiscF.26,numDeadF.26,Date.27,numFlwrB.27,numRayF.27,numDiscF.27,numDeadF.27,Date.28,numFlwrB.28,numRayF.28,numDiscF.28,numDeadF.28,Date.29,numRayF.29,numDiscF.29,numDeadF.29,Date.30,numRayF.30,numDiscF.30,numDeadF.30,Date.31,Surv.31,numRayF.31,numDiscF.31,numDeadF.31,notes.31,Date.32,Surv.32,numRayF.32,numDiscF.32,numDeadF.32,Date.33,Surv.33,numRayF.33,numDiscF.33,numDeadF.33,notes.33
7-3-7,350,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,0,0,0,5/17/2024,NA,NA,NA,5/20/2024,0,0,0,5/22/2024,0,0,0,5/24/2024,0,0,0,5/27/24,0,0,0,5/29/24,0,0,0,5/31/24,0,0,0,6/3/24,0,0,0,6/5/24,0,0,0,6/7/24,0,0,0,6/10/24,0,0,0,6/12/24,0,0,0,6/14/24,0,0,0,6/17/24,0,0,0,6/19/24,0,0,0,6/21/24,0,0,0,6/24/24,0,0,0,0,6/26/24,0,0,0,0,6/28/24,0,0,0,0,7/1/24,0,0,0,0,7/3/24,0,0,0,0,7/8/24,0,0,0,0,7/11/24,0,0,0,0,7/15/24,1,0,0,0,7/18/24,1,0,0,0,7/22/24,0,0,0,7/25/24,0,0,0,7/31/24,Y,1,0,0,,8/7/24,Y,5,3,0,8/14/24,Y,2,5,0,
3-5-11,351,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,0,0,0,0,6/28/24,0,0,0,0,7/1/24,0,0,0,0,7/3/24,0,0,0,0,7/8/24,0,0,0,0,7/11/24,0,0,0,0,7/15/24,0,0,0,0,7/18/24,0,0,0,0,7/22/24,0,0,0,7/25/24,0,0,0,7/31/24,Y,0,0,0,,8/7/24,Y,0,0,0,8/14/24,Y,0,0,0,
6-3-3,352,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,
2-5-7,353,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,
9-4-10,354,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,
1-4-7,355,5/10/2024,N/A,N/A,N/A,5/13/2024,0,0,0,5/15/2024,0,0,0,5/17/2024,7,0,0,5/20/2024,11,0,0,5/22/2024,11,0,0,5/24/2024,16,1,0,5/27/24,15,2,0,5/29/24,12,7,0,5/31/24,11,3,1,6/3/24,13,2,3,6/5/24,14,4,4,6/7/24,13,3,5,6/10/24,6,8,8,6/12/24,0,0,0,6/14/24,4,5,12,6/17/24,8,5,15,6/19/24,7,3,17,6/21/24,7,2,17,6/24/24,17,0,13,5,6/26/24,21,0,15,6,6/28/24,21,0,13,6,7/1/24,19,3,8,11,7/3/24,17,6,5,15,7/8/24,11,9,6,19,7/11/24,18,11,10,15,7/15/24,23,4,17,19,7/18/24,18,10,19,18,7/22/24,8,23,19,7/25/24,8,26,16,7/31/24,Y,6,14,35,,8/7/24,Y,3,22,31,8/14/24,Y,15,14,40,
9-3-3,356,5/10/2024,N/A,N/A,N/A,5/13/2024,0,0,0,5/15/2024,0,0,0,5/17/2024,1,0,0,5/20/2024,4,0,0,5/22/2024,7,0,0,5/24/2024,11,0,0,5/27/24,10,0,0,5/29/24,8,1,0,5/31/24,7,1,0,6/3/24,6,3,1,6/5/24,6,4,1,6/7/24,6,1,4,6/10/24,8,0,5,6/12/24,6,5,5,6/14/24,6,2,7,6/17/24,5,2,8,6/19/24,5,3,10,6/21/24,4,3,11,6/24/24,6,1,8,4,6/26/24,8,3,12,0,6/28/24,5,3,13,0,7/1/24,10,1,13,2,7/3/24,11,0,9,7,7/8/24,10,2,9,7,7/11/24,14,3,8,8,7/15/24,9,3,8,14,7/18/24,16,2,5,10,7/22/24,6,5,15,7/25/24,3,11,16,7/31/24,Y,5,8,19,,8/7/24,Y,1,18,19,8/14/24,Y,2,11,26,
2-6-1,357,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,0,0,0,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,
10-4-6,358,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,
2-5-4,359,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,0,0,0,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,0,0,0,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,0,0,0,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,0,0,0,6/24/24,0,0,0,0,6/26/24,0,0,0,0,6/28/24,0,0,0,0,7/1/24,0,0,0,0,7/3/24,0,0,0,0,7/8/24,0,0,0,0,7/11/24,1,0,0,0,7/15/24,2,0,0,0,7/18/24,2,0,0,0,7/22/24,0,0,0,7/25/24,2,0,0,7/31/24,Y,1,1,0,,8/7/24,Y,3,3,0,8/14/24,Y,0,5,4,
2-6-9,360,5/10/2024,N/A,N/A,N/A,5/13/2024,0,0,0,5/15/2024,0,0,0,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,
9-3-2,361,5/10/2024,2,0,0,5/13/2024,4,0,0,5/15/2024,3,1,0,5/17/2024,3,1,0,5/20/2024,1,3,0,5/22/2024,0,3,1,5/24/2024,1,3,1,5/27/24,3,1,3,5/29/24,4,0,4,5/31/24,1,0,4,6/3/24,3,0,4,6/5/24,5,0,4,6/7/24,5,0,4,6/10/24,6,0,4,6/12/24,3,3,4,6/14/24,2,3,4,6/17/24,6,3,5,6/19/24,4,2,6,6/21/24,2,1,8,6/24/24,5,1,4,4,6/26/24,5,1,4,4,6/28/24,6,1,4,4,7/1/24,6,0,1,8,7/3/24,4,2,1,8,7/8/24,7,3,3,8,7/11/24,6,2,4,8,7/15/24,5,0,6,8,7/18/24,5,0,6,8,7/22/24,1,5,8,7/25/24,2,5,7,7/31/24,Y,2,2,9,,8/7/24,Y,1,9,8,8/14/24,Y,2,3,16,
6-1-8,362,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,
8-6-10,363,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,
11-1-2,364,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,
4-2-9,365,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,0,0,0,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,
2-2-9,366,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,
3-6-8,367,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,0,0,0,5/17/2024,NA,NA,NA,5/20/2024,0,0,0,5/22/2024,0,0,0,5/24/2024,0,0,0,5/27/24,0,0,0,5/29/24,0,0,0,5/31/24,0,0,0,6/3/24,0,0,0,6/5/24,0,0,0,6/7/24,0,0,0,6/10/24,0,0,0,6/12/24,0,0,0,6/14/24,0,0,0,6/17/24,0,0,0,6/19/24,0,0,0,6/21/24,0,0,0,6/24/24,0,0,0,0,6/26/24,0,0,0,0,6/28/24,0,0,0,0,7/1/24,0,0,0,0,7/3/24,0,0,0,0,7/8/24,0,0,0,0,7/11/24,0,0,0,0,7/15/24,0,0,0,0,7/18/24,0,0,0,0,7/22/24,0,0,0,7/25/24,0,0,0,7/31/24,Y,0,0,0,,8/7/24,Y,1,0,0,8/14/24,Y,2,1,0,
6-4-6,368,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,0,0,0,0,7/22/24,0,0,0,7/25/24,0,0,0,7/31/24,Y,0,0,0,,8/7/24,Y,0,0,0,8/14/24,Y,0,0,0,
5-4-11,369,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,
10-1-8,370,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,
4-2-1,371,5/10/2024,N/A,N/A,N/A,5/13/2024,N/A,N/A,N/A,5/15/2024,NA,NA,NA,5/17/2024,NA,NA,NA,5/20/2024,N/A,N/A,N/A,5/22/2024,NA,NA,NA,5/24/2024,N/A,N/A,N/A,5/27/24,N/A,N/A,N/A,5/29/24,NA,NA,NA,5/31/24,N/A,N/A,N/A,6/3/24,NA,NA,NA,6/5/24,N/A,N/A,N/A,6/7/24,N/A,N/A,N/A,6/10/24,N/A,N/A,N/A,6/12/24,N/A,N/A,N/A,6/14/24,N/A,N/A,N/A,6/17/24,N/A,N/A,N/A,6/19/24,N/A,N/A,N/A,6/21/24,N/A,N/A,N/A,6/24/24,N/A,N/A,N/A,N/A,6/26/24,N/A,N/A,N/A,N/A,6/28/24,N/A,N/A,N/A,N/A,7/1/24,N/A,N/A,N/A,N/A,7/3/24,N/A,N/A,N/A,N/A,7/8/24,N/A,N/A,N/A,N/A,7/11/24,N/A,N/A,N/A,N/A,7/15/24,N/A,N/A,N/A,N/A,7/18/24,N/A,N/A,N/A,N/A,7/22/24,N/A,N/A,N/A,7/25/24,N/A,N/A,N/A,7/31/24,Y,N/A,N/A,N/A,,8/7/24,Y,N/A,N/A,N/A,8/14/24,Y,N/A,N/A,N/A,
